title;artist;is_hot
In A Dead World (Alum Version);Killswitch Engage;False
Tomame O Dejame;Nicho Hinojosa;False
La Barca;Nelson Ned;False
"""When Youre Smiling - Sheik Of Aray""";Louis Prima & Keely Smith;False
The Wonders;Yami Bolo;False
Avec lui;Mich\xc3\xa8le Arnaud;False
Amulance Man;Memphis Jug Band;False
Laziness;Juan Farcik;False
Dama Dam Mast Kalander;Pardesi;False
Printemps;Les Ogres De Barack;False
The Lord Will Go Before You;Janet Paschal;False
Oh Little Town Of Bethlehem;Sergio Franchi;False
Engel;Der Plan;False
Mesmerise The Future Part 1;Emotion Code;False
Slips Of Paper;Dave Brockie Experience;False
Refuge;Matisyahu;False
Backseat Driver;Deie Davies;False
More Than Vocals (MTV);Natural Elements;False
Sex;Bow Wow Wow;False
Old Memory;Ashton Shepherd;False
Sentimento (Asteri_ Asteraki);Dakis;False
Death of Me;Smash Palace;False
Freight Train;Elizaeth Cotten;False
"""Boys Girl (Previously Unreleased Demo - Stereo)""";Marcie Blane;False
The  First Of The Year;Ruyhorse;False
Ooh La La;Tyrone Davis;False
"""Airtos Jazz Dance""";Flora Purim;False
"""When Summers Through""";THE CHIFFONS;False
The Traveller;Atman;False
Vennette;Maria Bamford;False
Procession;Vangelis;False
Multiplayer;Baylon Disco;False
Gone;Frankie J;False
Lost In The Funhouse Again;Michael Stanley Band;False
"""Crir Adar Main""";The Gentle Good;False
"""Were Together Again""";Ray Pillow;False
The White Spirit;Uman;False
"""Just Like Lightnin""";Joe Satriani;False
Mine Again;Mariah Carey;False
Time Zone (Alum Version);Lauren Wood;False
No One Knows;George Nooks;False
If Your Na Na Get Wet;Bay Bash;False
Escape From The City;John Williams;False
Black Tiger;Y&T;False
"""Love Aint A Play Thing""";Earl Hooker;False
Reach For The Ground;The Ghost Of Lemora;False
Mule Get Up In The Alley;"""Cannons Jug Stompers""";False
Existing Alone;Rhian Sheehan;False
Small Axe;Bo Marley;False
"""Ill Show You Love""";Usher;False
Le ar du grand d\xc3\xa9sir;Mich\xc3\xa8le Bernard;False
Telling Me Lies;Dolores Keane;False
Calling Dr Zarkov;Roin Frederick;False
"""Heard Em Say""";Kanye West / Adam Levine;False
Z\xc3\xa9l\xc3\xa9;"""Yodis""";False
"""Im Gonna Make Her Mine - Original""";Billy Butler;False
I Know A Man;Rev. Timothy Wright;False
Paint Ball;Mario Rosenstock;False
Please Come Home For Christmas;Lou Ann Barton;False
Hot Cross Bun;Mikey Dread;False
Nena Neur\xc3\x3tica;Alejandro Lerner;False
"""I Dont Give A F**K""";D.O.W.N.;False
Yang Guang He Xu;Steve Chou;False
Hot Tamale Bay;Buckwheat Zydeco;False
I.A.I;Royal S;False
"""Now everyodys gone""";Salieri;False
Mi Amante Amigo;Rocio Jurado;False
Wake Up! Wake Up! (Wake Up! Wake Up! Alum Version);Everyday Sunday;False
Everything I Desire;The Brooklyn Taernacle Choir;False
The Mission;30 Seconds To Mars;False
First Boyfriend;Helen Love;False
G G Kah;Moonface;False
The Tie That Binds;Moon Mullican;False
Seikurae (Karaoke);Yuko Kanzaki;False
Raza Cristalera;Los Morros Del Norte;False
"""Lhorizon Chim\xc3\xa9rique""";Julien Clerc;False
"""Everythings Gonna Be Alright (Live Version)""";King Curtis with Jack Dupree;False
Just A Phase;Incuus;False
Werther - Lyric Drama in four Acts/Act I/R\xc3\xaave! Extase! Bonheur!;"Ram\xc3\x3n Vargas;Vesselina Kasarova;Vladimir Jurowski";False
Only A Look;The Nelons;False
It Is What It Is (feat. Anton X);Omni;False
"""Losin End (LP Version)""";Michael McDonald;False
Do It;DJ Nasty;False
"""Fuckin Wita Psycho""";X-Raided;False
Love & Devotion;Sizzla;False
Just A Little Bit Of You;Michael Jackson;False
"""My Girlfriends Friend""";The Refreshments;False
"""Im Gonna Cry Til My Tears Run Dry""";Irma Thomas;False
"""Youre Looking Good""";Dee Clark;False
Studen plamuk;Sofi Marinova;False
UBIK The Breakz (feat. Martin Bettinghaus) - Radio Mix;Timo Maas;False
Cooling Out;Cocoa Tea;False
Lioraras;Los Ninos De Sara;False
Little Drummer Boy;The Almost;False
"""Anita Loves""";Carlos Jimenez;False
Mercy (Alum Version);Darwin Hos;False
Brother Brick Says;Claw Hammer;False
If You Think You Are Lonely Now;Kashief Lindo;False
Silencio De Aguas Profundas;Alas;False
Sting Me;The Black Crowes;False
I See War;IYOV;False
The Sun Shine Down My Way;Doug MacLeod;False
Hear Me Talking To You;Ma Rainey;False
Neighor_ Neighor;Jimmy Hughes;False
Mary Had A Little Lam;Stevie Ray Vaughan And Doule Troule;False
Den Mporo Na Figo;Angela Dimitriou;False
Trace Of Time;Emotion Code;False
Skylark;Ann Hampton Callaway;False
The wrong woman;Billy Price_ Fred Chapellier;False
Between Hell and A Hearteat [Explicit];Hatereed (int License);False
SAMJHO NA;F-4;False
Man  On The Side;Bill Perry;False
MVP;"""Corey / Shaquille ONeal""";False
"""This Aint Pleasure""";L7;False
Vuelve Junto A Mi;Los Chichos;False
The Sun Shines From You;Teenage Fanclu;False
Poaki;Nicholas;False
"Dirty Movies"" (Alum Version)";Van Halen;False
Midnight Wind;Jimmy Wakely;False
Catalyst (LP Version);Epidemic;False
Kick Jump - Part Jump;Cora Killer;False
Toot Toot Dixie Bound;Birmingham Juilee Singers;False
Smile;Marvin Sapp;False
There Is a Way;Jeff & Sheri Easter;False
"""Im Poured Out Like Water""";Tel Basta;False
Ghastly Indoctrination;Dark Fortress;False
Rise;Eddie Turner;False
Night Cruiser (Alum Version);Deodato;False
Battle Of The Tom Tom;Shaman;False
Informer;Sugar Minott;False
The Army Air Corps;The King Sisters & Alvino Rey;False
Tenderly;Billy May & His Orchestra;False
Ice Cream Cakes;Jeff Beck Group;False
If My Bay (LP Version);Mista;False
Assisted Suicide 2.5;X-Raided;False
Shagi po itomu steklu;Malina;False
"""Mamas Boy""";Suzi Quatro;False
Lian Ai Tian Chi;Kary Ng;False
Anxiety;Humanzi;False
Better Off That Way;Steve Smith;False
"""Spirit in My Life (Earnshaws Instrumental)""";Cedric Gervais Featuring Caroline;False
Groove It;Gene Latter;False
Get On Our Own;Buzzcocks;False
Rossignol Montmartrois (Polka);Jo Privat;False
Anyody Seen My Girl;"""KeMo""";False
Ku Klux Klan;Steel Pulse;False
A Girls Oath;Eluveitie;False
Love Selecta (feat Iffectz & Marwa);Alex;False
Shape Of My Heart;Backstreet Boys;False
Lively Up Yourself;Bo Marley;False
Concerto for Orchestra (Zoroastrian Riddles) (1996)/3. Adagio non troppo;"David Zinman;Pittsurgh Symphony Orchestra";False
I denna ljuva sommartid;Sofia Karlsson;False
Whosoever Will (LP Version);Marvin Sapp;False
Because Of You;Cece Winans;False
Just My Bay;Rickie Lee Jones;False
"""Im All Yours (LP Version)""";Rachael Lampa;False
Still Love Remains (Alum Version);Seal;False
Maye Someday...;Simply Red;False
Letters to Norway;Planetakis;False
Snow [Hey Oh] [Live Version];Red Hot Chili Peppers;False
Spoonful;Roen Ford;False
Le clair de lune \xc3\xa0 maueuge;B\xc3\xa9zu;False
j Uh!;Juana Molina;False
Silence;Mothers Pride;False
Asolute Horizon;Byzantine;False
Seventy Times Seven (LP Version);David Meece;False
Bright Lights_ Big City;Jim Jones / Max B;False
Turnpike;Halfway to Gone;False
Life Is Real;Ayo;False
They Know (Remix);Rick Ross;False
The First Leaves Of Autumn;The Fureys;False
By Faith I Can Touch Him Now;The Perrys;False
Wolverine Blues (Slight Flaw In Master) (1940 Blackhawk Restaurant Chicago);Bo Crosy;False
Passover;Joy Division;False
Bl\xc3\xa5sut;Sofia Karlsson;False
Communication (More Mix);"""Mario Piu""";False
Rock & Roll Renegade;The Frantic;False
Soo Bawlz;Devo;False
"""CEst Moi LBO$$""";Ruffneck;False
Wait On The Lord  (LP Version);Shirley Caesar;False
She Flock To Me;Kurupt_ Rosco_ Jayo Felony & 40 Glocc;False
Genius;Kings Of Leon;False
Evil Hearted Ada;"""Flamin Groovies""";False
Ji Nian Pin;Candy Lo;False
"""Definition Of A ZillaNaire""";Tum Tum [DJ Drop Mix];False
"""Travellin (Alum Version)""";The Jeremy Spencer Band;False
Studio Dialogue (#19);The Stooges;False
Roll Back The Clouds;Christie Hennessy;False
Introduction;Marga Gomez;False
"""Thats The Kind Of Bay For Me""";Eddie Cantor;False
Oriza Eh;Roerto Roena;False
My Party (Kenna Remix);Kings Of Leon;False
Hole In The Coal;Pentangle;False
Suite nupcial (directo Enjoy 07);Jaime Urrutia;False
Scenario;A Trie Called Quest;False
Green Fields  (Alum Version);Eddie Cano;False
Holla Boyz Outro;Shade Sheist / DJ Vice / DJ Echo / Damizza;False
Easter Parade (1992 Digital Remaster);Andy Russell;False
Gospel Train (LP Version);David Meece;False
Evalia;Placeo;False
Mamo del Beso;Orquesta Arag\xc3\x3n;False
Boulevard In Heaven;Barara Fairchild;False
Two Four One;Dave And Ansel Collins;False
Stagger Lee;Nick Cave & The Bad Seeds;False
"""Ill Come Running""";Connie Smith;False
Thresh Hold;Uphill Battle;False
Broken Promises (alum version);Moments In Grace;False
Boogie;Wilks featuring pee wee ellis;False
Neir;Mau Mau;False
Survivalism;Nine Inch Nails;False
Sarah Palin {I Wanna Lay Pipe};John Brown;False
Provisoirement;D\xc3\x89SOL\xc3\x89;False
Nowhere To Run;Michael McDonald;False
Chlore;Pascal Oispo;False
AquaCityBoy;K-OS;False
Santa Claus Is Coming To Town;Buddy Miles;False
Fat Tianne;Tanto Metro & Devonte;False
"Lala Song (Matesi DJ ""Silverstatix""remix";Bo Sinclar;False
Houston Anthem;DJ Nasty;False
Dinner Party Pool Music;Angelo Badalamenti;False
Til The Storm Passes By;Bill & Gloria Gaither;False
Width Of The World;Tin Hat Trio;False
Music Of The Sun;Rihanna;False
More Than One Love;Venice;False
Street Lights;Kanye West;False
Fire (Orange Factory Du);"Dolce; Orange Factory";False
Pegadito;Tommy Torres;False
Curiosity;The Jets;False
Cuando Ya Me Empiece A Quedar Solo;Sui Generis;False
La Matanza;Grace Gale;False
Medley Final;"""Kassav""";False
Beautiful;Eminem;False
Juggernaut;Cauda Pavonis;False
L.A. Arteest Caf\xc3\xa9;Stew;False
On Tha Rox;King Tee;False
Had To Call (featuring Snoop Dogg & Sleepy Eyed Jones)  (Explicit Chopped & Screwed Version);Twista;False
All Over Now;X;False
"""LAmour en Heritage""";Alain Morisod;False
Runaway Train (LP Version);Geddy Lee;False
No More Troules;Sunnyland Slim;False
Two-Sided Politics;Suicidal Tendencies;False
Firedance;Mystic Rhythms Band;False
The Keys;Jerry Goldsmith;False
Prelude In C Minor From The Well Tempered-Clavier;Steve Erquiaga;False
Love Can Run Faster;Roert Palmer;False
Juste Une Fois;Alexis HK;False
New Detroit;Neon Blonde;False
Proud;Korn;False
Hopelessly;Epitaph;False
da da Diamonds;Soul Ballet;False
The Blue Side of The Sun;Sigmatropic;False
"""Livin A Lie (Video Mix)""";Milk Inc.;False
"""Lets Have Some Fun""";Rodney O_ Joe Cooley;False
Platoon Goons;Snowgoons;False
Nigun;Kol Simcha;False
Questo sporco mondo meraviglioso;Piero Umiliani;False
Paul;Eminem;False
Up Close and Personal;Bukue One;False
Stay Awhile;Danny Williams;False
"""Everyodys Blues""";Furry Lewis;False
A Man Can Only Stand Just So Much Pain (Bonus Track);Tony Joe White;False
Have you got a Minute to spare;Mikey Dread;False
"""Walkin Away""";Hanoi Rocks;False
Liar in the Glass;Eyes Set to Kill;False
Dolorosa (Live);Cali;False
"""Still Im Sad""";Rainow;False
Ooh Bay (feat. Lil Bandit & Royal T);Mr. Sancho;False
Let The Kingdom Come (Freedom Alum Version);White Heart;False
Pantera Fans In Love;Nerf Herder;False
This Time (Learning To Trust Alum Version);David Meece;False
Looking For Clues;Roert Palmer;False
Personne Stop (feat. Nixon);Royal S;False
After The Dark;Jimmy McGriff;False
Girls All Pause;Kurupt;False
Heng\xc3\xa4h\xc3\xa4 tok;Esa Pakarinen;False
Going Down;Bryan Ferry;False
TLFM (Toutes Les Femmes En Moi);Lara Faian;False
Cerca & Extra\xc3\x1o;Entre R\xc3\xados;False
Sensile;Sun Yan-Zi;False
I Am The Clu (Explicit Alum Version);Plies;False
Allegro io son;Juan Diego Fl\xc3\x3rez / Riccardo Frizza / Orchestra Sinfonica di Milano Giuseppe Verdi;False
Death Of Neira;Nightfall;False
My Lord;David Banner / Sky / Marcus;False
Whispering Grass;The Knightsridge Strings;False
Occasional Rain;Terry Callier;False
"""Janices Party""";Fountains Of Wayne;False
Rock & Roll Overdose [Live Version];Kix;False
Otra vez;Aracadara;False
Endless Ocean;Event Horizon;False
Ya Got Me;Nancy Walker;False
The High and The Mighty;Roger Williams;False
Again;Janet Jackson;False
Eu E Meu Coracao;Jo\xc3\xa3o Gilerto;False
Twerk (feat. Yo Majesty);Basement Jaxx;False
"""Keep On Doing What Im Doing""";The Jackson Southernaires;False
All In A Day (Live @ The Trouadour_ LosAngeles);The Paul Butterfield Blues Band;False
"""Love the One Youre With""";Glen Washington;False
The Passion (Regular);Aeoliah;False
Toacco Spit;Bare Jr.;False
Just One Of Those Things;Dionne Warwick;False
"""Je nirai pas ailleurs""";"""France D Amour""";False
...and Heavens Cried Blood;Swallow The Sun;False
Domino;Kiss;False
Where in the World;Tony Martin;False
Dedicado;Miguel Gallardo;False
To Your Arms of Love;Jah Cure;False
Das Gel\xc3\xcde;Tresenlesen;False
Aguas Claras De Olimpos;Pescado Raioso;False
What Goes Around...Comes Around;Justin Timerlake;False
"""Jacks Lament""";The All American Rejects;False
"""Im On My Way Blues""";Washoard Sam;False
Chocolate Squirrelador (Alum Version);Dan Cummins;False
Appapas Del Calaar;Los Van Van;False
Cadillac Walk (Alum Version);Willy DeVille;False
Drowning In Pulic Approval;Malefaction;False
Side Street;Viktor Krauss;False
Top Of The World;Jazz Crusaders;False
Bedtime Story (Alum Version);Madonna;False
"""Nevadas Grace (Alum Version)""";Atreyu;False
Get Away;Rooney;False
Moonlight Lover;Barara Jones;False
"""Les Corps Glorieux: III. LAnge aux parfums""";Timothy Byram-Wigfield;False
"""Pimpin Dont Fail Me Now [Featuring Jazze Pha and Juvenile] (Explicit Alum Version)""";8Ball & MJG;False
Think Aout Me;Sister Hazel;False
Meat Parade;Lockwood;False
Even If I Tried;Emilio;False
Watermelon Man;Alert King;False
Flamenco Sketches (Intro);Jason Miles;False
Mumling or hearing loss?;Jeanne Roertson;False
Turn It Around;Bo Neuwirth;False
Summer Of Love;Novaspace;False
Escuta_ Noel;Maysa;False
Saved;9th Wonder;False
"""Thats What You Said  (LP Version)""";Phil Collins;False
Manh\xc3\xa3 de Carnaval;Luiz Bonfa;False
Love Is Gonna Get You;Ben E. King;False
Light Of A Clear Blue Morning;Dolly Parton;False
Se Acao El Caron;Orquesta Sulime;False
"""Cant Stop (Mind electric Remix)""";Cain Crew;False
Someody Loan Me A Dime;Fenton Roinson;False
SOS;Rihanna;False
Caught In The Crossfire;April Wine;False
High-Speed French Train;Alexandre Desplat;False
Books & Books;The Almost;False
Fairground (+ Sample);Simply Red;False
Ji Yi De Hua Yuan;Leon Lai;False
"""Goin Steady""";Tommy Sands;False
Didgeralia;David Hudson;False
Alone in Love;Craig Wedren;False
Die er\xc3\xcehmte dr\xc3\xc W\xc3\x6rtli;"""Oeschs die Dritten""";False
The American Ruse (LP Version);The MC5;False
Who Did You Think I Was;John Mayer;False
Stood Up;Floyd Cramer;False
Fertile Crescent (onus track);Bad Religion;False
Ride Ranger Ride;Roy Rogers;False
Such Grand Ideas;Nyl;False
Sandpolskan;Ale M\xc3\x6ller;False
Down in the Lowlands;Charlie Peacock;False
Bank;Jean Carignan;False
Versos Gaiteros;Gran Coquivacoa;False
I Hope The Weather Stays Fine (Remix);The Dylans;False
When A Man Is Wrong (Alum Version);Seal;False
"""Ive Got A Woman - Original""";The Dells;False
Mexican Joe;Jim Reeves;False
Two Hearts;Phil Collins;False
"""The Professors Conference/Horse Feathers (Dialogue)""";The Marx Brothers;False
Lana Lee;The Refreshments;False
Ooh Wee Bay;Doyle Bramhall;False
Janus (Riff Monster - topical);The Gone Jackals;False
All das mag ich;\xc3\x84I-TIEM;False
Navicularia;Berrog\xc3\xcetto;False
Owner Of My Heart (Alum Version);Sasha;False
Boo Hoo;KT Tunstall;False
Losing Love (DJ Wout Remix);Milk Inc.;False
Jesus Can Work It Out;The Jackson Southernaires;False
Three Times Seven;Doc & Merle Watson;False
The Wind (Tears For You);Cece Winans;False
Good Girls_ Bad Guys;DMX / Dyme;False
"""Bartholdis Dream""";William Goldstein;False
(The Grave Prelude);Mo Deep;False
C30 C60 C90 Go;Bow Wow Wow;False
Exodus;Quincy Jones;False
Harlem Nocturne;Les Brown;False
Dogs;George Lopez;False
No tendr\xc3\xa1s casa;Kamelo Punto Semos;False
La Machine;Pascal Oispo;False
Bitesize - Electro Beats Mix;Ministry of Sound;False
Caide;"""Martn\xc3\xa1lia""";False
21st Century Time Bom;Opiate For The Masses;False
Perkiomen;Hall & Oates;False
Tu Recuerdo;"Ricky Martin Feat. La Mari de ""Chamao";False
The Reach;White Willow;False
My Bay;Bukka White;False
Weighed Down;Plump DJs;False
Try Love;Sugar Minott;False
Ese Que Traes A Tu Lado;Los Bar\xc3\x3n De Apodaca;False
Jour De Chance (Lucky Day);Sasha;False
This Guitar Says Sorry;Billy Bragg;False
Southern Fried;DJ Nasty;False
Spanish Fly;Fudge Tunnel;False
The Way I Loved You;Taylor Swift;False
Silent Night_ Holy Night! (Alum Version);Faith Hill;False
Pass The Earplugs;Ashes to Ashes;False
E Tide;Tony Martin;False
Africa;Dusminguet;False
Metamorphosis;Amoral;False
Fortune Teller;The Rolling Stones;False
Crappy Shop (50 Cent Diss Track);Forensics;False
Way Way Back;Kool Moe Dee;False
This Little Child (Brown);Scott Wesley Brown;False
The Munster Cloak;Seamus Egan;False
Sweet And Lovely;Tiny Tim;False
The Hood Comes First (LP Version);Naughty By Nature;False
Dance Into The Light (LP Version);Phil Collins;False
Lip Smacker;Poncho Sanchez;False
NE Thang;Natural Elements;False
Standing Knee Deep In a River (Dying Of Thirst);Kathy Mattea;False
Un Res Pyr;Roger Suirana;False
Trio (1932)_ Movement 3: Moderato;Strata;False
Comerte A Besos (Bachata Version);Frankie Negron;False
Se Puede Salir;Vilma E Vampiros Palma;False
"""Im Gonna Move To The Outskirts Of Town - Live""";Alert King;False
Farication;React;False
Intro / Time For Some Action;N.E.R.D.;False
Heavy Like Sunday;Leona Naess;False
Exiliado En El Lavao;Estopa;False
Creepshow Remixes (Soul Of Man Mix);Plump DJs;False
Finding My Way;Stanley Clarke & George Duke;False
Go Now - Original;Dennis Brown;False
There Will Come A Day (Alum Version);Faith Hill;False
Comme Toi (Live);Jean-Jacques Goldman;False
Sleepwalker;Nightwish;False
Like Dylan In The Movies;Belle and Seastian;False
How U Want It?;Ya Boy;False
Who Can Handle Me Is You;Little Milton;False
El Terror;Orquesta Harlow;False
The Earth Will Shake;Thrice;False
MY CONSOLATION (LP Version);Silverstein;False
The Think Drink Theme;The Harvey Averne Dozen;False
Bamoo Blue;Steven Halpern;False
Hunter;30 Seconds To Mars;False
"""Runnin Away""";Eddie Money;False
All My Senses;Mando Diao;False
Canc\xc3\xa1o Do Amor Demais;Elizete Cardoso;False
Ojos As\xc3\xad;Shakira;False
Tatter Jack Walsh;The Russell Family;False
Lose This Skin;The Clash;False
"""Runs House""";RUN-DMC;False
Spin (Alum Version);Taking Back Sunday;False
Lullay;Dixie Chicks;False
Here With Me;Arika Kane;False
Dancing With Ghosts;Epitaph;False
Al Munda Dios Amo (LP Version);Jaci Velasquez;False
Every Other Way;BT feat. JES;False
Career Suicide (CD);The Cliks;False
"""Oamas Election (Best of 2009)""";Mario Rosenstock;False
No One Hears You;Agnostic Front;False
Stranded In The Jungle;The New York Dolls;False
Air On A Six String;Oscar Castro-Neves;False
"""Someodys Someone""";Lonestar;False
Touch You;Sandy Posey;False
Rendez-Vous;Harry Dioula;False
